SALES_ID,SALES_REP,EMAILS,BRANDS,PLANT_COST,UNIT_PRICE,QUANTITY,COST,PROFIT,COUNTRIES,REGION ,MONTHS,YEARS
10379,Sorvino,sorvi2000@gmail.com,beta malt,80,150,798,119700,55860,Benin,southsouth,March,2018
10380,Jardine,jard@gmail.com,grand malt,90,150,728,109200,43680,Senegal,northwest,April,2018
10381,Andrews,andy@gmail.com,trophy,150,200,948,189600,47400,Ghana,northeast ,May,2019
10382,Howard,howard_freeman@yahoo.com,budweiser,250,500,863,431500,215750,Nigeria,northcentral ,June,2017
10383,Gill,gillhell@uk.com,castle lite,180,450,913,410850,246510,Togo,Southeast,July,2019
10384,Gill,gillhell@uk.com,eagle lager,170,250,711,177750,56880,Benin,west,August,2018
10385,Kivell,kivel_go@yahoo.com,hero,150,200,717,143400,35850,Senegal,southsouth,September,2019
10386,Jones,jone.ai@yahoo.com,beta malt,80,150,862,129300,60340,Ghana,northwest,October,2019
10387,Morgan,morganny@gmail.com,grand malt,90,150,703,105450,42180,Nigeria,northeast ,November,2017
10388,Kivell,kivel_go@yahoo.com,trophy,150,200,962,192400,48100,Togo,northcentral ,December,2018
10389,Sorvino,sorvi2000@gmail.com,budweiser,250,500,807,403500,201750,Benin,Southeast,January,2019
10390,Gill,gillhell@uk.com,castle lite,180,450,950,427500,256500,Senegal,west,February,2017
10391,Sorvino,sorvi2000@gmail.com,eagle lager,170,250,949,237250,75920,Ghana,southsouth,March,2017
10392,Thompson,thomp@uk.com,hero,150,200,724,144800,36200,Nigeria,northwest,April,2017
10393,Andrews,andy@gmail.com,beta malt,80,150,717,107550,50190,Togo,northeast ,May,2019
10394,Jardine,jard@gmail.com,grand malt,90,150,933,139950,55980,Benin,northcentral ,June,2017
10395,Jardine,jard@gmail.com,trophy,150,200,930,186000,46500,Senegal,Southeast,July,2018
10396,Andrews,andy@gmail.com,budweiser,250,500,959,479500,239750,Ghana,west,August,2018
10397,Jones,jone.ai@yahoo.com,castle lite,180,450,922,414900,248940,Nigeria,southsouth,September,2017
10398,Morgan,morganny@gmail.com,eagle lager,170,250,957,239250,76560,Togo,northwest,October,2019
10399,Kivell,kivel_go@yahoo.com,hero,150,200,958,191600,47900,Benin,northeast ,November,2018
10400,Sorvino,sorvi2000@gmail.com,beta malt,80,150,784,117600,54880,Senegal,northcentral ,December,2018
10401,Gill,gillhell@uk.com,grand malt,90,150,966,144900,57960,Ghana,Southeast,January,2019
10402,Sorvino,sorvi2000@gmail.com,trophy,150,200,784,156800,39200,Nigeria,west,February,2018
10403,Thompson,thomp@uk.com,budweiser,250,500,998,499000,249500,Togo,southsouth,March,2017
10404,Andrews,andy@gmail.com,castle lite,180,450,951,427950,256770,Benin,northwest,April,2018
10405,Jardine,jard@gmail.com,eagle lager,170,250,973,243250,77840,Senegal,northeast ,May,2019
10406,Jardine,jard@gmail.com,hero,150,200,704,140800,35200,Ghana,northcentral ,June,2017
10407,Andrews,andy@gmail.com,beta malt,80,150,748,112200,52360,Nigeria,Southeast,July,2019
10408,Jardine,jard@gmail.com,grand malt,90,150,972,145800,58320,Togo,west,August,2017
10409,Gill,gillhell@uk.com,trophy,150,200,859,171800,42950,Benin,southsouth,September,2017
10410,Sorvino,sorvi2000@gmail.com,budweiser,250,500,825,412500,206250,Senegal,northwest,October,2017
10411,Jones,jone.ai@yahoo.com,castle lite,180,450,997,448650,269190,Ghana,northeast ,November,2019
10412,Andrews,andy@gmail.com,eagle lager,170,250,789,197250,63120,Nigeria,northcentral ,December,2019
10413,Jardine,jard@gmail.com,hero,150,200,934,186800,46700,Togo,Southeast,January,2019
10414,Thompson,thomp@uk.com,beta malt,80,150,773,115950,54110,Benin,west,February,2017
10415,Jones,jone.ai@yahoo.com,grand malt,90,150,786,117900,47160,Senegal,southsouth,March,2017
10416,Morgan,morganny@gmail.com,trophy,150,200,991,198200,49550,Ghana,northwest,April,2017
10417,Howard,howard_freeman@yahoo.com,budweiser,250,500,886,443000,221500,Nigeria,northeast ,May,2017
10418,Parent,parentty@uk.com,castle lite,180,450,987,444150,266490,Togo,northcentral ,June,2018
10419,Jones,jone.ai@yahoo.com,eagle lager,170,250,772,193000,61760,Benin,Southeast,July,2018
10420,Smith,smithMan@yahoo.com,hero,150,200,760,152000,38000,Senegal,west,August,2018
10421,Jones,jone.ai@yahoo.com,beta malt,80,150,778,116700,54460,Ghana,southsouth,September,2017
10422,Jardine,jard@gmail.com,grand malt,90,150,716,107400,42960,Nigeria,northwest,October,2019
10423,Gill,gillhell@uk.com,trophy,150,200,775,155000,38750,Togo,northeast ,November,2018
10424,Sorvino,sorvi2000@gmail.com,budweiser,250,500,860,430000,215000,Benin,northcentral ,December,2017
10425,Jones,jone.ai@yahoo.com,castle lite,180,450,895,402750,241650,Senegal,Southeast,January,2017
10426,Andrews,andy@gmail.com,eagle lager,170,250,929,232250,74320,Ghana,west,February,2019
10427,Jardine,jard@gmail.com,hero,150,200,759,151800,37950,Nigeria,southsouth,March,2018
10428,Thompson,thomp@uk.com,beta malt,80,150,765,114750,53550,Togo,northwest,April,2017
10429,Jones,jone.ai@yahoo.com,grand malt,90,150,861,129150,51660,Benin,northeast ,May,2019
10430,Morgan,morganny@gmail.com,trophy,150,200,790,158000,39500,Senegal,northcentral ,June,2018
10431,Howard,howard_freeman@yahoo.com,budweiser,250,500,831,415500,207750,Ghana,Southeast,July,2017
10432,Parent,parentty@uk.com,castle lite,180,450,879,395550,237330,Nigeria,west,August,2017
10433,Jones,jone.ai@yahoo.com,eagle lager,170,250,756,189000,60480,Togo,southsouth,September,2017
10434,Smith,smithMan@yahoo.com,hero,150,200,888,177600,44400,Benin,northwest,October,2017
10435,Jones,jone.ai@yahoo.com,beta malt,80,150,859,128850,60130,Senegal,northeast ,November,2017
10436,Morgan,morganny@gmail.com,grand malt,90,150,761,114150,45660,Ghana,northcentral ,December,2018
10437,Jones,jone.ai@yahoo.com,trophy,150,200,989,197800,49450,Nigeria,Southeast,January,2018
10438,Parent,parentty@uk.com,budweiser,250,500,824,412000,206000,Togo,west,February,2018
10439,Kivell,kivel_go@yahoo.com,castle lite,180,450,775,348750,209250,Benin,southsouth,March,2018
10440,Smith,smithMan@yahoo.com,eagle lager,170,250,980,245000,78400,Senegal,northwest,April,2017
10441,Parent,parentty@uk.com,hero,150,200,828,165600,41400,Ghana,northeast ,May,2019
10442,Gill,gillhell@uk.com,beta malt,80,150,711,106650,49770,Nigeria,northcentral ,June,2019
10443,Smith,smithMan@yahoo.com,grand malt,90,150,817,122550,49020,Togo,Southeast,July,2018
10444,Jones,jone.ai@yahoo.com,trophy,150,200,829,165800,41450,Benin,west,August,2018
10445,Sorvino,sorvi2000@gmail.com,budweiser,250,500,872,436000,218000,Senegal,southsouth,September,2018
10446,Jardine,jard@gmail.com,castle lite,180,450,715,321750,193050,Ghana,northwest,October,2018
10447,Andrews,andy@gmail.com,eagle lager,170,250,939,234750,75120,Nigeria,northeast ,November,2019
10448,Howard,howard_freeman@yahoo.com,hero,150,200,891,178200,44550,Togo,northcentral ,December,2017
10449,Gill,gillhell@uk.com,beta malt,80,150,736,110400,51520,Benin,Southeast,January,2018
10450,Gill,gillhell@uk.com,grand malt,90,150,797,119550,47820,Senegal,west,February,2017
10451,Kivell,kivel_go@yahoo.com,trophy,150,200,913,182600,45650,Ghana,southsouth,March,2017
10452,Jones,jone.ai@yahoo.com,budweiser,250,500,710,355000,177500,Nigeria,northwest,April,2017
10453,Morgan,morganny@gmail.com,castle lite,180,450,832,374400,224640,Togo,northeast ,May,2019
10454,Kivell,kivel_go@yahoo.com,eagle lager,170,250,952,238000,76160,Benin,northcentral ,June,2019
10455,Sorvino,sorvi2000@gmail.com,hero,150,200,967,193400,48350,Senegal,Southeast,July,2017
10456,Gill,gillhell@uk.com,beta malt,80,150,879,131850,61530,Ghana,west,August,2018
10457,Sorvino,sorvi2000@gmail.com,grand malt,90,150,705,105750,42300,Nigeria,southsouth,September,2018
10458,Thompson,thomp@uk.com,trophy,150,200,878,175600,43900,Togo,northwest,October,2018
10459,Andrews,andy@gmail.com,budweiser,250,500,903,451500,225750,Benin,northeast ,November,2018
10460,Jardine,jard@gmail.com,castle lite,180,450,791,355950,213570,Senegal,northcentral ,December,2018
10461,Jardine,jard@gmail.com,eagle lager,170,250,895,223750,71600,Ghana,Southeast,January,2018
10462,Andrews,andy@gmail.com,hero,150,200,759,151800,37950,Nigeria,west,February,2018
10463,Jardine,jard@gmail.com,beta malt,80,150,790,118500,55300,Togo,southsouth,March,2017
10464,Gill,gillhell@uk.com,grand malt,90,150,722,108300,43320,Benin,northwest,April,2017
10465,Sorvino,sorvi2000@gmail.com,trophy,150,200,888,177600,44400,Senegal,northeast ,May,2019
10466,Jones,jone.ai@yahoo.com,budweiser,250,500,849,424500,212250,Ghana,northcentral ,June,2018
10467,Andrews,andy@gmail.com,castle lite,180,450,736,331200,198720,Nigeria,Southeast,July,2018
10468,Jardine,jard@gmail.com,eagle lager,170,250,843,210750,67440,Togo,west,August,2019
10469,Thompson,thomp@uk.com,hero,150,200,999,199800,49950,Benin,southsouth,September,2018
10470,Jones,jone.ai@yahoo.com,beta malt,80,150,996,149400,69720,Senegal,northwest,October,2018
10471,Morgan,morganny@gmail.com,grand malt,90,150,718,107700,43080,Ghana,northeast ,November,2017
10472,Howard,howard_freeman@yahoo.com,trophy,150,200,700,140000,35000,Nigeria,northcentral ,December,2017
10473,Parent,parentty@uk.com,budweiser,250,500,827,413500,206750,Togo,Southeast,January,2018
10474,Jones,jone.ai@yahoo.com,castle lite,180,450,755,339750,203850,Benin,west,February,2018
10475,Smith,smithMan@yahoo.com,eagle lager,170,250,803,200750,64240,Senegal,southsouth,March,2019
10476,Jones,jone.ai@yahoo.com,hero,150,200,731,146200,36550,Ghana,northwest,April,2019
10477,Morgan,morganny@gmail.com,beta malt,80,150,910,136500,63700,Nigeria,northeast ,May,2019
10478,Jones,jone.ai@yahoo.com,grand malt,90,150,747,112050,44820,Togo,northcentral ,June,2017
10479,Parent,parentty@uk.com,trophy,150,200,994,198800,49700,Benin,Southeast,July,2017
10480,Kivell,kivel_go@yahoo.com,budweiser,250,500,982,491000,245500,Senegal,west,August,2017
10481,Smith,smithMan@yahoo.com,castle lite,180,450,958,431100,258660,Ghana,southsouth,September,2017
10482,Parent,parentty@uk.com,eagle lager,170,250,943,235750,75440,Nigeria,northwest,October,2017
10483,Gill,gillhell@uk.com,hero,150,200,946,189200,47300,Togo,northeast ,November,2019
10484,Smith,smithMan@yahoo.com,beta malt,80,150,852,127800,59640,Benin,northcentral ,December,2017
10485,Jones,jone.ai@yahoo.com,grand malt,90,150,960,144000,57600,Senegal,Southeast,January,2018
10486,Sorvino,sorvi2000@gmail.com,trophy,150,200,992,198400,49600,Ghana,west,February,2019
10487,Jardine,jard@gmail.com,budweiser,250,500,960,480000,240000,Nigeria,southsouth,March,2017
10488,Andrews,andy@gmail.com,castle lite,180,450,842,378900,227340,Togo,northwest,April,2018
10489,Howard,howard_freeman@yahoo.com,eagle lager,170,250,750,187500,60000,Benin,northeast ,May,2018
10490,Gill,gillhell@uk.com,hero,150,200,796,159200,39800,Senegal,northcentral ,June,2018
10491,Gill,gillhell@uk.com,beta malt,80,150,944,141600,66080,Ghana,Southeast,July,2018
10492,Kivell,kivel_go@yahoo.com,grand malt,90,150,854,128100,51240,Nigeria,west,August,2019
10493,Jones,jone.ai@yahoo.com,trophy,150,200,926,185200,46300,Togo,southsouth,September,2019
10494,Morgan,morganny@gmail.com,budweiser,250,500,808,404000,202000,Benin,northwest,October,2017
10495,Kivell,kivel_go@yahoo.com,castle lite,180,450,883,397350,238410,Senegal,northeast ,November,2019
10496,Sorvino,sorvi2000@gmail.com,eagle lager,170,250,958,239500,76640,Ghana,northcentral ,December,2019
10497,Gill,gillhell@uk.com,hero,150,200,984,196800,49200,Nigeria,Southeast,January,2019
10498,Sorvino,sorvi2000@gmail.com,beta malt,80,150,765,114750,53550,Togo,west,February,2017
10499,Thompson,thomp@uk.com,grand malt,90,150,956,143400,57360,Benin,southsouth,March,2017
10500,Andrews,andy@gmail.com,trophy,150,200,931,186200,46550,Senegal,northwest,April,2019
10501,Jardine,jard@gmail.com,budweiser,250,500,718,359000,179500,Ghana,northeast ,May,2018
10502,Jardine,jard@gmail.com,castle lite,180,450,776,349200,209520,Nigeria,northcentral ,June,2018
10503,Andrews,andy@gmail.com,eagle lager,170,250,836,209000,66880,Togo,Southeast,July,2018
10504,Jones,jone.ai@yahoo.com,hero,150,200,730,146000,36500,Benin,west,August,2017
10505,Morgan,morganny@gmail.com,beta malt,80,150,741,111150,51870,Senegal,southsouth,September,2017
10506,Kivell,kivel_go@yahoo.com,grand malt,90,150,982,147300,58920,Ghana,northwest,October,2019
10507,Sorvino,sorvi2000@gmail.com,trophy,150,200,724,144800,36200,Nigeria,northeast ,November,2019
10508,Gill,gillhell@uk.com,budweiser,250,500,906,453000,226500,Togo,northcentral ,December,2018
10509,Sorvino,sorvi2000@gmail.com,castle lite,180,450,907,408150,244890,Benin,Southeast,January,2018
10510,Thompson,thomp@uk.com,eagle lager,170,250,712,178000,56960,Senegal,west,February,2019
10511,Andrews,andy@gmail.com,hero,150,200,859,171800,42950,Ghana,southsouth,March,2018
10512,Jardine,jard@gmail.com,beta malt,80,150,770,115500,53900,Nigeria,northwest,April,2018
10513,Jardine,jard@gmail.com,grand malt,90,150,775,116250,46500,Togo,northeast ,May,2019
10514,Andrews,andy@gmail.com,trophy,150,200,820,164000,41000,Benin,northcentral ,June,2019
10515,Jardine,jard@gmail.com,budweiser,250,500,833,416500,208250,Senegal,Southeast,July,2018
10516,Gill,gillhell@uk.com,castle lite,180,450,735,330750,198450,Ghana,west,August,2017
10517,Sorvino,sorvi2000@gmail.com,eagle lager,170,250,884,221000,70720,Nigeria,southsouth,September,2017
10518,Jones,jone.ai@yahoo.com,hero,150,200,888,177600,44400,Togo,northwest,October,2019
10519,Andrews,andy@gmail.com,beta malt,80,150,756,113400,52920,Benin,northeast ,November,2017
10520,Jardine,jard@gmail.com,grand malt,90,150,787,118050,47220,Senegal,northcentral ,December,2019
10521,Thompson,thomp@uk.com,trophy,150,200,804,160800,40200,Ghana,Southeast,January,2018
10522,Jones,jone.ai@yahoo.com,budweiser,250,500,986,493000,246500,Nigeria,west,February,2018
10523,Morgan,morganny@gmail.com,castle lite,180,450,856,385200,231120,Togo,southsouth,March,2018
10524,Howard,howard_freeman@yahoo.com,eagle lager,170,250,835,208750,66800,Benin,northwest,April,2018
10525,Parent,parentty@uk.com,hero,150,200,938,187600,46900,Senegal,northeast ,May,2018
10526,Jones,jone.ai@yahoo.com,beta malt,80,150,719,107850,50330,Ghana,northcentral ,June,2018
10527,Smith,smithMan@yahoo.com,grand malt,90,150,868,130200,52080,Nigeria,Southeast,July,2017
10528,Jones,jone.ai@yahoo.com,trophy,150,200,885,177000,44250,Togo,west,August,2018
10529,Jardine,jard@gmail.com,budweiser,250,500,943,471500,235750,Benin,southsouth,September,2018
10530,Gill,gillhell@uk.com,castle lite,180,450,900,405000,243000,Senegal,northwest,October,2017
10531,Sorvino,sorvi2000@gmail.com,eagle lager,170,250,950,237500,76000,Ghana,northeast ,November,2019
10532,Jones,jone.ai@yahoo.com,hero,150,200,742,148400,37100,Nigeria,northcentral ,December,2017
10533,Andrews,andy@gmail.com,beta malt,80,150,889,133350,62230,Togo,Southeast,January,2018
10534,Jardine,jard@gmail.com,grand malt,90,150,939,140850,56340,Benin,west,February,2018
10535,Thompson,thomp@uk.com,trophy,150,200,950,190000,47500,Senegal,southsouth,March,2018
10536,Jones,jone.ai@yahoo.com,budweiser,250,500,745,372500,186250,Ghana,northwest,April,2018
10537,Morgan,morganny@gmail.com,castle lite,180,450,933,419850,251910,Nigeria,northeast ,May,2017
10538,Howard,howard_freeman@yahoo.com,eagle lager,170,250,826,206500,66080,Togo,northcentral ,June,2017
10539,Parent,parentty@uk.com,hero,150,200,989,197800,49450,Benin,Southeast,July,2017
10540,Jones,jone.ai@yahoo.com,beta malt,80,150,881,132150,61670,Senegal,west,August,2019
10541,Smith,smithMan@yahoo.com,grand malt,90,150,768,115200,46080,Ghana,southsouth,September,2019
10542,Jones,jone.ai@yahoo.com,trophy,150,200,844,168800,42200,Nigeria,northwest,October,2018
10543,Morgan,morganny@gmail.com,budweiser,250,500,790,395000,197500,Togo,northeast ,November,2017
10544,Jones,jone.ai@yahoo.com,castle lite,180,450,898,404100,242460,Benin,northcentral ,December,2018
10545,Parent,parentty@uk.com,eagle lager,170,250,818,204500,65440,Senegal,Southeast,January,2018
10546,Kivell,kivel_go@yahoo.com,hero,150,200,707,141400,35350,Ghana,west,February,2018
10547,Smith,smithMan@yahoo.com,beta malt,80,150,712,106800,49840,Nigeria,southsouth,March,2017
10548,Parent,parentty@uk.com,grand malt,90,150,991,148650,59460,Togo,northwest,April,2018
10549,Gill,gillhell@uk.com,trophy,150,200,900,180000,45000,Benin,northeast ,May,2019
10550,Smith,smithMan@yahoo.com,budweiser,250,500,810,405000,202500,Senegal,northcentral ,June,2019
10551,Jones,jone.ai@yahoo.com,castle lite,180,450,740,333000,199800,Ghana,Southeast,July,2019
10552,Sorvino,sorvi2000@gmail.com,eagle lager,170,250,909,227250,72720,Nigeria,west,August,2017
10553,Jardine,jard@gmail.com,hero,150,200,824,164800,41200,Togo,southsouth,September,2018
10554,Andrews,andy@gmail.com,beta malt,80,150,809,121350,56630,Benin,northwest,October,2017
10555,Howard,howard_freeman@yahoo.com,grand malt,90,150,819,122850,49140,Senegal,northeast ,November,2018
10556,Gill,gillhell@uk.com,trophy,150,200,865,173000,43250,Ghana,northcentral ,December,2019
10557,Gill,gillhell@uk.com,budweiser,250,500,902,451000,225500,Nigeria,Southeast,January,2019
10558,Kivell,kivel_go@yahoo.com,castle lite,180,450,796,358200,214920,Togo,west,February,2017
10559,Jones,jone.ai@yahoo.com,eagle lager,170,250,916,229000,73280,Benin,southsouth,March,2018
10560,Morgan,morganny@gmail.com,hero,150,200,982,196400,49100,Senegal,northwest,April,2017
10561,Kivell,kivel_go@yahoo.com,beta malt,80,150,734,110100,51380,Ghana,northeast ,May,2018
10562,Sorvino,sorvi2000@gmail.com,grand malt,90,150,735,110250,44100,Nigeria,northcentral ,June,2019
10563,Gill,gillhell@uk.com,trophy,150,200,747,149400,37350,Togo,Southeast,July,2017
10564,Sorvino,sorvi2000@gmail.com,budweiser,250,500,798,399000,199500,Benin,west,August,2018
10565,Thompson,thomp@uk.com,castle lite,180,450,829,373050,223830,Senegal,southsouth,September,2017
10566,Andrews,andy@gmail.com,eagle lager,170,250,729,182250,58320,Ghana,northwest,October,2017
10567,Jardine,jard@gmail.com,hero,150,200,721,144200,36050,Nigeria,northeast ,November,2019
10568,Jardine,jard@gmail.com,beta malt,80,150,709,106350,49630,Togo,northcentral ,December,2018
10569,Andrews,andy@gmail.com,grand malt,90,150,719,107850,43140,Benin,Southeast,January,2017
10570,Jardine,jard@gmail.com,trophy,150,200,875,175000,43750,Senegal,west,February,2018
10571,Gill,gillhell@uk.com,budweiser,250,500,762,381000,190500,Ghana,southsouth,March,2017
10572,Sorvino,sorvi2000@gmail.com,castle lite,180,450,964,433800,260280,Nigeria,northwest,April,2017
10573,Jones,jone.ai@yahoo.com,eagle lager,170,250,931,232750,74480,Togo,northeast ,May,2018
10574,Andrews,andy@gmail.com,hero,150,200,766,153200,38300,Benin,northcentral ,June,2019
10575,Jardine,jard@gmail.com,beta malt,80,150,746,111900,52220,Senegal,Southeast,July,2018
10576,Thompson,thomp@uk.com,grand malt,90,150,942,141300,56520,Ghana,west,August,2017
10577,Jones,jone.ai@yahoo.com,trophy,150,200,724,144800,36200,Nigeria,southsouth,September,2019
10578,Morgan,morganny@gmail.com,budweiser,250,500,887,443500,221750,Togo,northwest,October,2018
10579,Howard,howard_freeman@yahoo.com,castle lite,180,450,703,316350,189810,Benin,northeast ,November,2017
10580,Parent,parentty@uk.com,eagle lager,170,250,930,232500,74400,Senegal,northcentral ,December,2018
10581,Jones,jone.ai@yahoo.com,hero,150,200,867,173400,43350,Ghana,Southeast,January,2017
10582,Smith,smithMan@yahoo.com,beta malt,80,150,853,127950,59710,Nigeria,west,February,2018
10583,Jones,jone.ai@yahoo.com,grand malt,90,150,794,119100,47640,Togo,southsouth,March,2018
10584,Morgan,morganny@gmail.com,trophy,150,200,974,194800,48700,Benin,northwest,April,2018
10585,Jones,jone.ai@yahoo.com,budweiser,250,500,778,389000,194500,Senegal,northeast ,May,2019
10586,Parent,parentty@uk.com,castle lite,180,450,939,422550,253530,Ghana,northcentral ,June,2018
10587,Kivell,kivel_go@yahoo.com,eagle lager,170,250,763,190750,61040,Nigeria,Southeast,July,2017
10588,Smith,smithMan@yahoo.com,hero,150,200,970,194000,48500,Togo,west,August,2019
10589,Parent,parentty@uk.com,beta malt,80,150,808,121200,56560,Benin,southsouth,September,2017
10590,Gill,gillhell@uk.com,grand malt,90,150,952,142800,57120,Senegal,northwest,October,2019
10591,Smith,smithMan@yahoo.com,trophy,150,200,918,183600,45900,Ghana,northeast ,November,2019
10592,Jones,jone.ai@yahoo.com,budweiser,250,500,934,467000,233500,Nigeria,northcentral ,December,2018
10593,Sorvino,sorvi2000@gmail.com,castle lite,180,450,753,338850,203310,Togo,Southeast,January,2019
10594,Jardine,jard@gmail.com,eagle lager,170,250,740,185000,59200,Benin,west,February,2018
10595,Andrews,andy@gmail.com,hero,150,200,829,165800,41450,Senegal,southsouth,March,2018
10596,Howard,howard_freeman@yahoo.com,beta malt,80,150,977,146550,68390,Ghana,northwest,April,2018
10597,Gill,gillhell@uk.com,grand malt,90,150,968,145200,58080,Nigeria,northeast ,May,2018
10598,Gill,gillhell@uk.com,trophy,150,200,797,159400,39850,Togo,northcentral ,June,2017
10599,Kivell,kivel_go@yahoo.com,budweiser,250,500,926,463000,231500,Benin,Southeast,July,2018
10600,Jones,jone.ai@yahoo.com,castle lite,180,450,925,416250,249750,Senegal,west,August,2019
10601,Morgan,morganny@gmail.com,eagle lager,170,250,911,227750,72880,Ghana,southsouth,September,2017
10602,Kivell,kivel_go@yahoo.com,hero,150,200,709,141800,35450,Nigeria,northwest,October,2017
10603,Sorvino,sorvi2000@gmail.com,beta malt,80,150,791,118650,55370,Togo,northeast ,November,2019
10604,Gill,gillhell@uk.com,grand malt,90,150,702,105300,42120,Benin,northcentral ,December,2018
10605,Sorvino,sorvi2000@gmail.com,trophy,150,200,922,184400,46100,Senegal,Southeast,January,2017
10606,Thompson,thomp@uk.com,budweiser,250,500,957,478500,239250,Ghana,west,February,2019
10607,Andrews,andy@gmail.com,castle lite,180,450,811,364950,218970,Nigeria,southsouth,March,2017
10608,Jardine,jard@gmail.com,eagle lager,170,250,776,194000,62080,Togo,northwest,April,2018
10609,Jardine,jard@gmail.com,hero,150,200,998,199600,49900,Benin,northeast ,May,2018
10610,Andrews,andy@gmail.com,beta malt,80,150,872,130800,61040,Senegal,northcentral ,June,2017
10611,Jones,jone.ai@yahoo.com,grand malt,90,150,763,114450,45780,Ghana,Southeast,July,2019
10612,Morgan,morganny@gmail.com,trophy,150,200,822,164400,41100,Nigeria,west,August,2017
10613,Kivell,kivel_go@yahoo.com,budweiser,250,500,721,360500,180250,Togo,southsouth,September,2018
10614,Sorvino,sorvi2000@gmail.com,castle lite,180,450,890,400500,240300,Benin,northwest,October,2017
10615,Gill,gillhell@uk.com,eagle lager,170,250,860,215000,68800,Senegal,northeast ,November,2019
10616,Sorvino,sorvi2000@gmail.com,hero,150,200,824,164800,41200,Ghana,northcentral ,December,2017
10617,Thompson,thomp@uk.com,beta malt,80,150,916,137400,64120,Nigeria,Southeast,January,2017
10618,Andrews,andy@gmail.com,grand malt,90,150,855,128250,51300,Togo,west,February,2019
10619,Jardine,jard@gmail.com,trophy,150,200,715,143000,35750,Benin,southsouth,March,2018
10620,Jardine,jard@gmail.com,budweiser,250,500,940,470000,235000,Senegal,northwest,April,2019
10621,Andrews,andy@gmail.com,castle lite,180,450,847,381150,228690,Ghana,northeast ,May,2019
10622,Jardine,jard@gmail.com,eagle lager,170,250,889,222250,71120,Nigeria,northcentral ,June,2017
10623,Gill,gillhell@uk.com,hero,150,200,928,185600,46400,Togo,Southeast,July,2019
10624,Sorvino,sorvi2000@gmail.com,beta malt,80,150,943,141450,66010,Benin,west,August,2019
10625,Jones,jone.ai@yahoo.com,grand malt,90,150,716,107400,42960,Senegal,southsouth,September,2018
10626,Andrews,andy@gmail.com,trophy,150,200,757,151400,37850,Ghana,northwest,October,2018
10627,Jardine,jard@gmail.com,budweiser,250,500,795,397500,198750,Nigeria,northeast ,November,2017
10628,Thompson,thomp@uk.com,castle lite,180,450,940,423000,253800,Togo,northcentral ,December,2019
10629,Jones,jone.ai@yahoo.com,eagle lager,170,250,899,224750,71920,Benin,Southeast,January,2019
10630,Morgan,morganny@gmail.com,hero,150,200,907,181400,45350,Senegal,west,February,2018
10631,Howard,howard_freeman@yahoo.com,beta malt,80,150,929,139350,65030,Ghana,southsouth,March,2019
10632,Parent,parentty@uk.com,grand malt,90,150,790,118500,47400,Nigeria,northwest,April,2018
10633,Jones,jone.ai@yahoo.com,trophy,150,200,939,187800,46950,Togo,northeast ,May,2018
10634,Smith,smithMan@yahoo.com,budweiser,250,500,720,360000,180000,Benin,northcentral ,June,2019
10635,Jones,jone.ai@yahoo.com,castle lite,180,450,745,335250,201150,Senegal,Southeast,July,2018
10636,Jardine,jard@gmail.com,eagle lager,170,250,846,211500,67680,Ghana,west,August,2017
10637,Gill,gillhell@uk.com,hero,150,200,937,187400,46850,Nigeria,southsouth,September,2018
10638,Sorvino,sorvi2000@gmail.com,beta malt,80,150,874,131100,61180,Togo,northwest,October,2018
10639,Jones,jone.ai@yahoo.com,grand malt,90,150,822,123300,49320,Benin,northeast ,November,2018
10640,Andrews,andy@gmail.com,trophy,150,200,737,147400,36850,Senegal,northcentral ,December,2017
10641,Jardine,jard@gmail.com,budweiser,250,500,759,379500,189750,Ghana,Southeast,January,2018
10642,Thompson,thomp@uk.com,castle lite,180,450,877,394650,236790,Nigeria,west,February,2018
10643,Jones,jone.ai@yahoo.com,eagle lager,170,250,874,218500,69920,Togo,southsouth,March,2017
10644,Morgan,morganny@gmail.com,hero,150,200,763,152600,38150,Benin,northwest,April,2018
10645,Howard,howard_freeman@yahoo.com,beta malt,80,150,793,118950,55510,Senegal,northeast ,May,2018
10646,Parent,parentty@uk.com,grand malt,90,150,937,140550,56220,Ghana,northcentral ,June,2019
10647,Jones,jone.ai@yahoo.com,trophy,150,200,865,173000,43250,Nigeria,Southeast,July,2018
10648,Smith,smithMan@yahoo.com,budweiser,250,500,942,471000,235500,Togo,west,August,2019
10649,Jones,jone.ai@yahoo.com,castle lite,180,450,815,366750,220050,Benin,southsouth,September,2017
10650,Morgan,morganny@gmail.com,eagle lager,170,250,958,239500,76640,Senegal,northwest,October,2019
10651,Jones,jone.ai@yahoo.com,hero,150,200,869,173800,43450,Ghana,northeast ,November,2018
10652,Parent,parentty@uk.com,beta malt,80,150,750,112500,52500,Nigeria,northcentral ,December,2018
10653,Kivell,kivel_go@yahoo.com,grand malt,90,150,702,105300,42120,Togo,Southeast,January,2017
10654,Smith,smithMan@yahoo.com,trophy,150,200,917,183400,45850,Benin,west,February,2019
10655,Parent,parentty@uk.com,budweiser,250,500,914,457000,228500,Senegal,southsouth,March,2019
10656,Gill,gillhell@uk.com,castle lite,180,450,817,367650,220590,Ghana,northwest,April,2018
10657,Smith,smithMan@yahoo.com,eagle lager,170,250,913,228250,73040,Nigeria,northeast ,May,2018
10658,Jones,jone.ai@yahoo.com,hero,150,200,705,141000,35250,Togo,northcentral ,June,2018
